student_id,event_type,event_date,term,enrollment_status,second_year_ret_flag
339bc77d-ce8,enrollment,2019-08-29,Fall 2019,part-time,1.0
4fd08447-ba1,application,2019-03-26,Fall 2019,,
4fd08447-ba1,acceptance,2019-05-28,Fall 2019,,
4fd08447-ba1,enrollment,2019-08-22,Fall 2019,full-time,1.0
fd654452-5b9,application,2020-11-16,Fall 2021,,
fd654452-5b9,acceptance,2020-12-17,Fall 2021,,
fd654452-5b9,enrollment,2021-09-12,Fall 2021,full-time,0.0
fd654452-5b9,withdrawal,2022-06-21,Spring 2022,not_enrolled,0.0
75c3bffa-43a,application,2018-10-09,Fall 2019,,
75c3bffa-43a,acceptance,2018-12-20,Fall 2019,,
75c3bffa-43a,enrollment,2019-09-07,Fall 2019,full-time,0.0
cfc43c05-793,application,2021-02-12,Fall 2021,,
cfc43c05-793,acceptance,2021-04-08,Fall 2021,,
cfc43c05-793,enrollment,2021-09-03,Fall 2021,part-time,1.0
5d34c446-e39,application,2020-02-27,Fall 2020,,
5d34c446-e39,acceptance,2020-05-08,Fall 2020,,
5d34c446-e39,enrollment,2020-09-01,Fall 2020,full-time,1.0
d211595c-d2e,application,2021-03-21,Fall 2021,,
d211595c-d2e,acceptance,2021-06-02,Fall 2021,,
d211595c-d2e,enrollment,2021-08-21,Fall 2021,full-time,1.0
ca44c393-0ce,application,2019-02-04,Fall 2019,,
ca44c393-0ce,acceptance,2019-04-04,Fall 2019,,
ca44c393-0ce,enrollment,2019-08-18,Fall 2019,full-time,1.0
c2f2a650-0fd,application,2021-01-25,Fall 2021,,
c2f2a650-0fd,acceptance,2021-02-28,Fall 2021,,
c2f2a650-0fd,enrollment,2021-09-04,Fall 2021,full-time,0.0
36915ec8-8f7,application,2021-03-19,Fall 2021,,
36915ec8-8f7,acceptance,2021-05-24,Fall 2021,,
36915ec8-8f7,enrollment,2021-09-01,Fall 2021,full-time,1.0
ba927a05-ad1,application,2020-03-12,Fall 2020,,
ba927a05-ad1,acceptance,2020-04-11,Fall 2020,,
ba927a05-ad1,enrollment,2020-08-31,Fall 2020,full-time,1.0
1332d625-7e3,application,2020-02-17,Fall 2020,,
1332d625-7e3,acceptance,2020-04-15,Fall 2020,,
1332d625-7e3,enrollment,2020-08-21,Fall 2020,full-time,1.0
d23831ed-3e4,application,2021-02-18,Fall 2021,,
d23831ed-3e4,acceptance,2021-04-21,Fall 2021,,
d23831ed-3e4,enrollment,2021-08-28,Fall 2021,full-time,0.0
d23831ed-3e4,withdrawal,2022-03-17,Spring 2022,not_enrolled,0.0
fb9c8e61-70a,application,2020-12-19,Fall 2021,,
fb9c8e61-70a,acceptance,2021-02-17,Fall 2021,,
fb9c8e61-70a,enrollment,2021-09-08,Fall 2021,full-time,1.0
62987246-619,application,2020-12-12,Fall 2021,,
62987246-619,acceptance,2021-02-07,Fall 2021,,
62987246-619,enrollment,2021-09-01,Fall 2021,full-time,1.0
df09c41a-746,application,2018-12-08,Fall 2019,,
df09c41a-746,acceptance,2019-01-24,Fall 2019,,
df09c41a-746,enrollment,2019-09-02,Fall 2019,full-time,1.0
fa907ae7-7bd,application,2019-02-06,Fall 2019,,
fa907ae7-7bd,acceptance,2019-04-17,Fall 2019,,
fa907ae7-7bd,enrollment,2019-08-16,Fall 2019,full-time,1.0
fd9566eb-de7,application,2019-02-16,Fall 2019,,
fd9566eb-de7,acceptance,2019-03-28,Fall 2019,,
fd9566eb-de7,enrollment,2019-09-09,Fall 2019,full-time,1.0
e23ca0a3-314,application,2020-01-22,Fall 2020,,
e23ca0a3-314,acceptance,2020-03-09,Fall 2020,,
e23ca0a3-314,enrollment,2020-09-10,Fall 2020,full-time,1.0
63236edc-c31,application,2018-12-11,Fall 2019,,
63236edc-c31,acceptance,2019-03-08,Fall 2019,,
63236edc-c31,enrollment,2019-08-15,Fall 2019,part-time,1.0
3cee70fe-405,application,2018-10-30,Fall 2019,,
3cee70fe-405,acceptance,2018-12-06,Fall 2019,,
3cee70fe-405,enrollment,2019-08-20,Fall 2019,part-time,1.0
e013037a-89e,application,2020-02-27,Fall 2020,,
e013037a-89e,acceptance,2020-04-17,Fall 2020,,
e013037a-89e,enrollment,2020-09-07,Fall 2020,part-time,1.0
b1f57f63-08f,application,2019-10-29,Fall 2020,,
b1f57f63-08f,acceptance,2019-12-24,Fall 2020,,
b1f57f63-08f,enrollment,2020-08-26,Fall 2020,full-time,1.0
6c04149c-cf0,application,2019-10-26,Fall 2020,,
6c04149c-cf0,acceptance,2019-12-10,Fall 2020,,
6c04149c-cf0,enrollment,2020-08-15,Fall 2020,full-time,1.0
e36411f0-3aa,application,2020-01-01,Fall 2020,,
e36411f0-3aa,acceptance,2020-02-28,Fall 2020,,
e36411f0-3aa,enrollment,2020-09-05,Fall 2020,full-time,1.0
9056aaa3-15f,application,2019-01-05,Fall 2019,,
9056aaa3-15f,acceptance,2019-02-20,Fall 2019,,
9056aaa3-15f,enrollment,2019-08-31,Fall 2019,part-time,1.0
9c3ff497-747,application,2018-10-11,Fall 2019,,
9c3ff497-747,acceptance,2018-12-18,Fall 2019,,
9c3ff497-747,enrollment,2019-08-16,Fall 2019,full-time,0.0
9c3ff497-747,withdrawal,2020-04-23,Spring 2020,not_enrolled,0.0
94516a7d-3b9,application,2019-03-08,Fall 2019,,
94516a7d-3b9,acceptance,2019-06-05,Fall 2019,,
94516a7d-3b9,enrollment,2019-09-11,Fall 2019,full-time,1.0
e265e28f-f71,application,2019-10-07,Fall 2020,,
e265e28f-f71,acceptance,2019-12-22,Fall 2020,,
e265e28f-f71,enrollment,2020-08-15,Fall 2020,full-time,1.0
074aed3f-a8c,application,2018-10-10,Fall 2019,,
074aed3f-a8c,acceptance,2018-12-01,Fall 2019,,
074aed3f-a8c,enrollment,2019-08-20,Fall 2019,part-time,1.0
bc52e8f9-92e,application,2019-01-20,Fall 2019,,
bc52e8f9-92e,acceptance,2019-03-10,Fall 2019,,
bc52e8f9-92e,enrollment,2019-08-26,Fall 2019,part-time,1.0
5fba8e6f-85f,application,2020-02-16,Fall 2020,,
5fba8e6f-85f,acceptance,2020-05-05,Fall 2020,,
5fba8e6f-85f,enrollment,2020-08-24,Fall 2020,full-time,1.0
50ebf0c7-63b,application,2019-02-12,Fall 2019,,
50ebf0c7-63b,acceptance,2019-05-10,Fall 2019,,
50ebf0c7-63b,enrollment,2019-08-19,Fall 2019,full-time,1.0
5a741312-f46,application,2020-01-14,Fall 2020,,
5a741312-f46,acceptance,2020-03-18,Fall 2020,,
5a741312-f46,enrollment,2020-08-21,Fall 2020,full-time,1.0
8a937f6d-5a0,application,2020-03-19,Fall 2020,,
8a937f6d-5a0,acceptance,2020-06-10,Fall 2020,,
8a937f6d-5a0,enrollment,2020-08-19,Fall 2020,full-time,1.0
e1508c8e-905,application,2019-03-11,Fall 2019,,
e1508c8e-905,acceptance,2019-05-30,Fall 2019,,
e1508c8e-905,enrollment,2019-09-07,Fall 2019,full-time,0.0
e1508c8e-905,withdrawal,2020-01-16,Spring 2020,not_enrolled,0.0
c96ee3c8-86d,application,2020-10-22,Fall 2021,,
c96ee3c8-86d,acceptance,2020-11-24,Fall 2021,,
c96ee3c8-86d,enrollment,2021-08-15,Fall 2021,part-time,0.0
fc0767bd-c8f,application,2019-10-03,Fall 2020,,
fc0767bd-c8f,acceptance,2019-11-30,Fall 2020,,
fc0767bd-c8f,enrollment,2020-08-21,Fall 2020,full-time,0.0
fc0767bd-c8f,withdrawal,2021-03-22,Spring 2021,not_enrolled,0.0
6df11e15-218,application,2021-03-09,Fall 2021,,
6df11e15-218,acceptance,2021-05-25,Fall 2021,,
6df11e15-218,enrollment,2021-08-31,Fall 2021,full-time,0.0
6df11e15-218,withdrawal,2022-05-31,Spring 2022,not_enrolled,0.0
343b0175-cc1,application,2019-10-23,Fall 2020,,
343b0175-cc1,acceptance,2019-12-23,Fall 2020,,
343b0175-cc1,enrollment,2020-08-19,Fall 2020,full-time,1.0
d1748d6c-d0b,application,2019-12-02,Fall 2020,,
d1748d6c-d0b,acceptance,2020-02-29,Fall 2020,,
d1748d6c-d0b,enrollment,2020-08-17,Fall 2020,full-time,0.0
b782da8f-e6a,application,2021-03-20,Fall 2021,,
b782da8f-e6a,acceptance,2021-06-08,Fall 2021,,
b782da8f-e6a,enrollment,2021-08-20,Fall 2021,full-time,1.0
e1b6c964-a1b,application,2019-02-16,Fall 2019,,
e1b6c964-a1b,acceptance,2019-04-26,Fall 2019,,
e1b6c964-a1b,enrollment,2019-09-09,Fall 2019,full-time,0.0
e1b6c964-a1b,withdrawal,2020-05-17,Spring 2020,not_enrolled,0.0
ee21edf1-d65,application,2021-01-09,Fall 2021,,
ee21edf1-d65,acceptance,2021-02-28,Fall 2021,,
ee21edf1-d65,enrollment,2021-08-25,Fall 2021,full-time,1.0
baf8456b-0ee,application,2019-02-22,Fall 2019,,
baf8456b-0ee,acceptance,2019-04-11,Fall 2019,,
baf8456b-0ee,enrollment,2019-08-15,Fall 2019,full-time,1.0
cb37075a-be7,application,2018-11-19,Fall 2019,,
cb37075a-be7,acceptance,2018-12-26,Fall 2019,,
cb37075a-be7,enrollment,2019-08-21,Fall 2019,full-time,0.0
cb37075a-be7,withdrawal,2020-05-24,Spring 2020,not_enrolled,0.0
887c1672-e7b,application,2019-10-28,Fall 2020,,
887c1672-e7b,acceptance,2019-12-18,Fall 2020,,
887c1672-e7b,enrollment,2020-08-20,Fall 2020,full-time,0.0
887c1672-e7b,withdrawal,2021-03-08,Spring 2021,not_enrolled,0.0
6f6f6e1a-3ba,application,2020-01-15,Fall 2020,,
6f6f6e1a-3ba,acceptance,2020-04-11,Fall 2020,,
6f6f6e1a-3ba,enrollment,2020-08-17,Fall 2020,full-time,1.0
fe50ba6b-114,application,2019-01-28,Fall 2019,,
fe50ba6b-114,acceptance,2019-03-04,Fall 2019,,
fe50ba6b-114,enrollment,2019-08-21,Fall 2019,full-time,1.0
b0cb2030-78c,application,2019-11-09,Fall 2020,,
b0cb2030-78c,acceptance,2020-01-05,Fall 2020,,
b0cb2030-78c,enrollment,2020-08-26,Fall 2020,full-time,1.0
78cf839d-23d,application,2018-11-30,Fall 2019,,
78cf839d-23d,acceptance,2019-01-06,Fall 2019,,
78cf839d-23d,enrollment,2019-08-23,Fall 2019,full-time,1.0
9d7d6a33-b02,application,2019-02-24,Fall 2019,,
9d7d6a33-b02,acceptance,2019-05-03,Fall 2019,,
9d7d6a33-b02,enrollment,2019-09-08,Fall 2019,full-time,1.0
cc075808-501,application,2019-10-04,Fall 2020,,
cc075808-501,acceptance,2019-11-21,Fall 2020,,
cc075808-501,enrollment,2020-08-29,Fall 2020,full-time,1.0
4de83adc-227,application,2019-11-01,Fall 2020,,
4de83adc-227,acceptance,2020-01-02,Fall 2020,,
4de83adc-227,enrollment,2020-09-12,Fall 2020,full-time,0.0
82d086b5-f73,application,2018-10-28,Fall 2019,,
82d086b5-f73,acceptance,2018-12-16,Fall 2019,,
82d086b5-f73,enrollment,2019-09-09,Fall 2019,full-time,0.0
82d086b5-f73,withdrawal,2020-03-19,Spring 2020,not_enrolled,0.0
ccc97f80-c41,application,2021-02-18,Fall 2021,,
ccc97f80-c41,acceptance,2021-04-30,Fall 2021,,
ccc97f80-c41,enrollment,2021-08-29,Fall 2021,part-time,0.0
ccc97f80-c41,withdrawal,2022-06-16,Spring 2022,not_enrolled,0.0
69c1d634-0e2,application,2019-12-14,Fall 2020,,
69c1d634-0e2,acceptance,2020-02-11,Fall 2020,,
69c1d634-0e2,enrollment,2020-08-23,Fall 2020,full-time,0.0
69c1d634-0e2,withdrawal,2021-01-13,Spring 2021,not_enrolled,0.0
cdbc96b2-747,application,2020-11-08,Fall 2021,,
cdbc96b2-747,acceptance,2020-12-13,Fall 2021,,
cdbc96b2-747,enrollment,2021-09-04,Fall 2021,full-time,1.0
3e864a80-a57,application,2019-11-18,Fall 2020,,
3e864a80-a57,acceptance,2019-12-28,Fall 2020,,
3e864a80-a57,enrollment,2020-08-15,Fall 2020,full-time,1.0
b01a382c-61c,application,2019-03-08,Fall 2019,,
b01a382c-61c,acceptance,2019-06-03,Fall 2019,,
b01a382c-61c,enrollment,2019-09-08,Fall 2019,full-time,1.0
a50f5be0-a90,application,2018-11-04,Fall 2019,,
a50f5be0-a90,acceptance,2018-12-09,Fall 2019,,
a50f5be0-a90,enrollment,2019-09-08,Fall 2019,full-time,1.0
721f7f0b-cfc,application,2020-11-10,Fall 2021,,
721f7f0b-cfc,acceptance,2021-01-08,Fall 2021,,
721f7f0b-cfc,enrollment,2021-08-27,Fall 2021,part-time,0.0
721f7f0b-cfc,withdrawal,2022-02-10,Spring 2022,not_enrolled,0.0
a12e6c70-fa2,application,2021-01-26,Fall 2021,,
a12e6c70-fa2,acceptance,2021-02-26,Fall 2021,,
a12e6c70-fa2,enrollment,2021-09-07,Fall 2021,full-time,0.0
a12e6c70-fa2,withdrawal,2022-01-29,Spring 2022,not_enrolled,0.0
34ad01a4-00c,application,2019-01-29,Fall 2019,,
34ad01a4-00c,acceptance,2019-03-24,Fall 2019,,
34ad01a4-00c,enrollment,2019-09-04,Fall 2019,part-time,1.0
6996ba4e-1da,application,2019-01-02,Fall 2019,,
6996ba4e-1da,acceptance,2019-02-27,Fall 2019,,
6996ba4e-1da,enrollment,2019-08-15,Fall 2019,part-time,1.0
ca5304f9-105,application,2020-03-05,Fall 2020,,
ca5304f9-105,acceptance,2020-05-06,Fall 2020,,
ca5304f9-105,enrollment,2020-08-29,Fall 2020,full-time,0.0
ca5304f9-105,withdrawal,2021-02-05,Spring 2021,not_enrolled,0.0
68c2526f-f95,application,2019-01-04,Fall 2019,,
68c2526f-f95,acceptance,2019-03-19,Fall 2019,,
68c2526f-f95,enrollment,2019-08-21,Fall 2019,full-time,1.0
415f36e3-469,application,2019-01-22,Fall 2019,,
415f36e3-469,acceptance,2019-04-02,Fall 2019,,
415f36e3-469,enrollment,2019-08-21,Fall 2019,full-time,1.0
73a2c52c-2b0,application,2019-10-15,Fall 2020,,
73a2c52c-2b0,acceptance,2019-12-27,Fall 2020,,
73a2c52c-2b0,enrollment,2020-09-05,Fall 2020,part-time,1.0
fdd71326-c4d,application,2020-12-21,Fall 2021,,
fdd71326-c4d,acceptance,2021-03-20,Fall 2021,,
fdd71326-c4d,enrollment,2021-09-12,Fall 2021,full-time,1.0
5a44cdbc-436,application,2027-06-15,Fall 2019,,
5a44cdbc-436,acceptance,2019-04-23,Fall 2019,,
5a44cdbc-436,enrollment,2019-09-10,Fall 2019,full-time,1.0
c314778e-668,application,2020-01-11,Fall 2020,,
c314778e-668,acceptance,2020-03-17,Fall 2020,,
c314778e-668,enrollment,2020-09-12,Fall 2020,full-time,0.0
c314778e-668,withdrawal,2021-01-19,Spring 2021,not_enrolled,0.0
df23958e-a18,application,2019-01-02,Fall 2019,,
df23958e-a18,acceptance,2019-03-09,Fall 2019,,
df23958e-a18,enrollment,2019-08-21,Fall 2019,part-time,1.0
8e946c31-886,application,2021-01-24,Fall 2021,,
8e946c31-886,acceptance,2021-04-04,Fall 2021,,
8e946c31-886,enrollment,2021-09-09,Fall 2021,full-time,1.0
d5a64632-b24,application,2018-10-18,Fall 2019,,
d5a64632-b24,acceptance,2019-01-03,Fall 2019,,
d5a64632-b24,enrollment,2019-08-15,Fall 2019,part-time,1.0
276c08ec-4e0,application,2021-01-15,Fall 2021,,
276c08ec-4e0,acceptance,2021-04-04,Fall 2021,,
276c08ec-4e0,enrollment,2021-09-03,Fall 2021,part-time,0.0
276c08ec-4e0,withdrawal,2022-05-12,Spring 2022,not_enrolled,0.0
e74b999c-693,application,2019-11-17,Fall 2020,,
e74b999c-693,acceptance,2019-12-17,Fall 2020,,
e74b999c-693,enrollment,2020-08-16,Fall 2020,full-time,1.0
9ecab235-67d,application,2018-12-03,Fall 2019,,
9ecab235-67d,acceptance,2019-02-27,Fall 2019,,
9ecab235-67d,enrollment,2019-09-07,Fall 2019,full-time,1.0
cfbd4017-c23,application,2019-12-24,Fall 2020,,
cfbd4017-c23,acceptance,2020-01-29,Fall 2020,,
cfbd4017-c23,enrollment,2020-09-06,Fall 2020,full-time,1.0
5a2f58f3-1ac,application,2020-01-15,Fall 2020,,
5a2f58f3-1ac,acceptance,2020-03-27,Fall 2020,,
5a2f58f3-1ac,enrollment,2020-09-12,Fall 2020,full-time,0.0
4b64ef79-41f,application,2019-10-14,Fall 2020,,
4b64ef79-41f,acceptance,2019-12-27,Fall 2020,,
4b64ef79-41f,enrollment,2020-08-21,Fall 2020,part-time,1.0
54a2a4a0-f20,application,2019-01-02,Fall 2019,,
54a2a4a0-f20,acceptance,2019-03-09,Fall 2019,,
54a2a4a0-f20,enrollment,2019-08-26,Fall 2019,full-time,1.0
0a2c8dc2-c4c,application,2018-11-20,Fall 2019,,
0a2c8dc2-c4c,acceptance,2018-12-31,Fall 2019,,
0a2c8dc2-c4c,enrollment,2019-09-11,Fall 2019,full-time,1.0
050cff16-006,application,2019-12-24,Fall 2020,,
050cff16-006,acceptance,2020-03-13,Fall 2020,,
050cff16-006,enrollment,2020-09-04,Fall 2020,full-time,1.0
069f1678-726,application,2018-11-04,Fall 2019,,
069f1678-726,acceptance,2019-01-04,Fall 2019,,
069f1678-726,enrollment,2019-08-23,Fall 2019,part-time,1.0
f154c109-d3f,application,2019-01-29,Fall 2019,,
f154c109-d3f,acceptance,2019-03-22,Fall 2019,,
f154c109-d3f,enrollment,2019-08-25,Fall 2019,part-time,1.0
3f876350-358,application,2020-03-19,Fall 2020,,
3f876350-358,acceptance,2020-05-27,Fall 2020,,
3f876350-358,enrollment,2020-09-10,Fall 2020,full-time,0.0
319c0b1e-947,application,2019-10-25,Fall 2020,,
319c0b1e-947,acceptance,2019-12-27,Fall 2020,,
319c0b1e-947,enrollment,2020-08-16,Fall 2020,full-time,1.0
12fb5677-f11,application,2021-03-11,Fall 2021,,
12fb5677-f11,acceptance,2021-04-19,Fall 2021,,
12fb5677-f11,enrollment,2021-09-10,Fall 2021,full-time,1.0
59536e2c-645,application,2018-11-15,Fall 2019,,
59536e2c-645,acceptance,2018-12-15,Fall 2019,,
59536e2c-645,enrollment,2019-08-27,Fall 2019,full-time,1.0
2bcef091-2a4,application,2018-10-01,Fall 2019,,
2bcef091-2a4,acceptance,2018-12-08,Fall 2019,,
2bcef091-2a4,enrollment,2019-08-23,Fall 2019,part-time,1.0
bf999562-f14,application,2021-01-21,Fall 2021,,
bf999562-f14,acceptance,2021-04-17,Fall 2021,,
bf999562-f14,enrollment,2021-08-15,Fall 2021,full-time,0.0
19e82939-b8a,application,2019-02-23,Fall 2019,,
19e82939-b8a,acceptance,2019-05-09,Fall 2019,,
19e82939-b8a,enrollment,2019-09-03,Fall 2019,full-time,1.0
3a701658-fb5,application,2019-03-01,Fall 2019,,
3a701658-fb5,acceptance,2019-05-18,Fall 2019,,
3a701658-fb5,enrollment,2019-08-17,Fall 2019,full-time,1.0
02cb5a93-dc9,application,2019-11-29,Fall 2020,,
02cb5a93-dc9,acceptance,2020-02-10,Fall 2020,,
02cb5a93-dc9,enrollment,2020-08-26,Fall 2020,part-time,1.0
0552c144-4eb,application,2019-03-20,Fall 2019,,
0552c144-4eb,acceptance,2019-05-02,Fall 2019,,
0552c144-4eb,enrollment,2019-09-10,Fall 2019,full-time,0.0
6576c9b3-087,application,2018-11-17,Fall 2019,,
6576c9b3-087,acceptance,2018-12-24,Fall 2019,,
6576c9b3-087,enrollment,2019-08-19,Fall 2019,full-time,1.0
07061048-549,application,2020-01-03,Fall 2020,,
07061048-549,acceptance,2020-02-15,Fall 2020,,
07061048-549,enrollment,2020-08-19,Fall 2020,full-time,1.0
b70fea35-1c4,application,2020-12-03,Fall 2021,,
b70fea35-1c4,acceptance,2021-02-10,Fall 2021,,
b70fea35-1c4,enrollment,2021-09-04,Fall 2021,full-time,1.0
c70f5862-ec5,application,2020-01-17,Fall 2020,,
c70f5862-ec5,acceptance,2020-04-07,Fall 2020,,
c70f5862-ec5,enrollment,2020-08-28,Fall 2020,full-time,1.0
e0dd0ca6-914,application,2020-01-22,Fall 2020,,
e0dd0ca6-914,acceptance,2020-04-18,Fall 2020,,
e0dd0ca6-914,enrollment,2020-09-07,Fall 2020,full-time,1.0
88ea6db0-628,application,2019-10-20,Fall 2020,,
88ea6db0-628,acceptance,2019-12-12,Fall 2020,,
88ea6db0-628,enrollment,2020-09-12,Fall 2020,full-time,1.0
ae068709-af9,application,2019-02-16,Fall 2019,,
ae068709-af9,acceptance,2019-03-27,Fall 2019,,
ae068709-af9,enrollment,2019-08-26,Fall 2019,part-time,1.0
41892075-34b,application,2019-12-22,Fall 2020,,
41892075-34b,acceptance,2020-02-18,Fall 2020,,
41892075-34b,enrollment,2020-08-29,Fall 2020,part-time,1.0
f10feda2-f1c,application,2018-10-08,Fall 2019,,
f10feda2-f1c,acceptance,2018-11-23,Fall 2019,,
f10feda2-f1c,enrollment,2019-09-10,Fall 2019,full-time,0.0
f10feda2-f1c,withdrawal,2020-04-10,Spring 2020,not_enrolled,0.0
b46e1ec9-049,application,2020-02-02,Fall 2020,,
b46e1ec9-049,acceptance,2020-04-18,Fall 2020,,
b46e1ec9-049,enrollment,2020-08-31,Fall 2020,full-time,1.0
6d40bcef-88b,application,2018-10-19,Fall 2019,,
6d40bcef-88b,acceptance,2018-12-28,Fall 2019,,
6d40bcef-88b,enrollment,2019-09-01,Fall 2019,full-time,0.0
6d40bcef-88b,withdrawal,2020-02-28,Spring 2020,not_enrolled,0.0
5bb01507-ddb,application,2020-12-28,Fall 2021,,
5bb01507-ddb,acceptance,2021-03-19,Fall 2021,,
5bb01507-ddb,enrollment,2021-08-21,Fall 2021,part-time,0.0
5bb01507-ddb,withdrawal,2022-03-21,Spring 2022,not_enrolled,0.0
cf737314-ffe,application,2020-02-24,Fall 2020,,
cf737314-ffe,acceptance,2020-04-06,Fall 2020,,
cf737314-ffe,enrollment,2020-08-31,Fall 2020,full-time,1.0
13a6ee4e-4ff,application,2021-03-07,Fall 2021,,
13a6ee4e-4ff,acceptance,2021-05-28,Fall 2021,,
13a6ee4e-4ff,enrollment,2021-08-18,Fall 2021,full-time,1.0
92b08b0b-adb,application,2019-02-17,Fall 2019,,
92b08b0b-adb,acceptance,2019-05-15,Fall 2019,,
92b08b0b-adb,enrollment,2019-08-17,Fall 2019,full-time,1.0
728ab922-680,application,2020-03-09,Fall 2020,,
728ab922-680,acceptance,2020-05-17,Fall 2020,,
728ab922-680,enrollment,2020-08-29,Fall 2020,part-time,0.0
728ab922-680,withdrawal,2021-01-09,Spring 2021,not_enrolled,0.0
0af64949-903,application,2019-02-06,Fall 2019,,
0af64949-903,acceptance,2019-04-27,Fall 2019,,
0af64949-903,enrollment,2019-08-25,Fall 2019,full-time,0.0
0af64949-903,withdrawal,2020-01-09,Spring 2020,not_enrolled,0.0
de25f9f3-325,application,2018-11-19,Fall 2019,,
de25f9f3-325,acceptance,2019-02-06,Fall 2019,,
de25f9f3-325,enrollment,2019-09-12,Fall 2019,full-time,0.0
6e89a39c-00e,application,2018-10-22,Fall 2019,,
6e89a39c-00e,acceptance,2018-11-26,Fall 2019,,
6e89a39c-00e,enrollment,2019-08-25,Fall 2019,full-time,1.0
970d4895-8fb,application,2019-03-22,Fall 2019,,
970d4895-8fb,acceptance,2019-05-20,Fall 2019,,
970d4895-8fb,enrollment,2019-09-12,Fall 2019,full-time,1.0
25f73632-34f,application,2019-12-27,Fall 2020,,
25f73632-34f,acceptance,2020-03-16,Fall 2020,,
25f73632-34f,enrollment,2020-08-17,Fall 2020,full-time,1.0
4340eb6d-a85,application,2018-12-27,Fall 2019,,
4340eb6d-a85,acceptance,2019-03-01,Fall 2019,,
4340eb6d-a85,enrollment,2019-09-12,Fall 2019,part-time,1.0
1f355e88-291,application,2020-01-07,Fall 2020,,
1f355e88-291,acceptance,2020-03-01,Fall 2020,,
1f355e88-291,enrollment,2020-09-05,Fall 2020,full-time,1.0
a10dae96-919,application,2020-02-21,Fall 2020,,
a10dae96-919,acceptance,2020-04-02,Fall 2020,,
a10dae96-919,enrollment,2020-09-04,Fall 2020,full-time,0.0
4b4f0837-5ee,application,2019-10-12,Fall 2020,,
4b4f0837-5ee,acceptance,2019-11-24,Fall 2020,,
4b4f0837-5ee,enrollment,2020-09-13,Fall 2020,full-time,1.0
14c63d84-eb8,application,2019-03-29,Fall 2019,,
14c63d84-eb8,acceptance,2019-06-11,Fall 2019,,
14c63d84-eb8,enrollment,2019-08-26,Fall 2019,full-time,0.0
75cd0913-78d,application,2019-01-23,Fall 2019,,
75cd0913-78d,acceptance,2019-02-25,Fall 2019,,
75cd0913-78d,enrollment,2019-08-15,Fall 2019,part-time,0.0
75cd0913-78d,withdrawal,2020-06-08,Spring 2020,not_enrolled,0.0
9f4bdeb2-ea3,application,2021-03-09,Fall 2021,,
9f4bdeb2-ea3,acceptance,2021-05-08,Fall 2021,,
9f4bdeb2-ea3,enrollment,2021-09-07,Fall 2021,full-time,0.0
9f4bdeb2-ea3,withdrawal,2022-01-25,Spring 2022,not_enrolled,0.0
334624da-0ff,application,2019-02-16,Fall 2019,,
334624da-0ff,acceptance,2019-05-04,Fall 2019,,
334624da-0ff,enrollment,2019-08-20,Fall 2019,full-time,1.0
5fa7ee1b-d2d,application,2019-12-13,Fall 2020,,
5fa7ee1b-d2d,acceptance,2020-03-11,Fall 2020,,
5fa7ee1b-d2d,enrollment,2020-08-23,Fall 2020,full-time,1.0
830357a5-d26,application,2020-11-05,Fall 2021,,
830357a5-d26,acceptance,2020-12-21,Fall 2021,,
830357a5-d26,enrollment,2021-09-09,Fall 2021,part-time,1.0
5f410c24-345,application,2020-01-24,Fall 2020,,
5f410c24-345,acceptance,2020-04-01,Fall 2020,,
5f410c24-345,enrollment,2020-08-20,Fall 2020,full-time,1.0
a15f4074-030,application,2020-02-11,Fall 2020,,
a15f4074-030,acceptance,2020-04-08,Fall 2020,,
a15f4074-030,enrollment,2020-09-02,Fall 2020,full-time,1.0
6d0ce25a-09a,application,2021-01-12,Fall 2021,,
6d0ce25a-09a,acceptance,2021-03-30,Fall 2021,,
6d0ce25a-09a,enrollment,2021-08-24,Fall 2021,full-time,1.0
166d71b7-f9d,application,2019-10-30,Fall 2020,,
166d71b7-f9d,acceptance,2019-12-18,Fall 2020,,
166d71b7-f9d,enrollment,2020-08-17,Fall 2020,part-time,1.0
78b3bb48-116,application,2021-03-03,Fall 2021,,
78b3bb48-116,acceptance,2021-05-21,Fall 2021,,
78b3bb48-116,enrollment,2021-08-17,Fall 2021,full-time,1.0
848ba762-113,application,2019-03-24,Fall 2019,,
848ba762-113,acceptance,2019-05-01,Fall 2019,,
848ba762-113,enrollment,2019-09-10,Fall 2019,full-time,1.0
53fdc1fe-0d1,application,2018-12-31,Fall 2019,,
53fdc1fe-0d1,acceptance,2019-02-25,Fall 2019,,
53fdc1fe-0d1,enrollment,2019-08-22,Fall 2019,full-time,1.0
8cd8bba9-489,application,2019-03-08,Fall 2019,,
8cd8bba9-489,acceptance,2019-05-12,Fall 2019,,
8cd8bba9-489,enrollment,2019-08-26,Fall 2019,full-time,0.0
8cd8bba9-489,withdrawal,2020-06-09,Spring 2020,not_enrolled,0.0
18b88c85-a4d,application,2020-02-27,Fall 2020,,
18b88c85-a4d,acceptance,2027-06-15,Fall 2020,,
18b88c85-a4d,enrollment,2020-09-10,Fall 2020,full-time,0.0
18b88c85-a4d,withdrawal,2021-06-16,Spring 2021,not_enrolled,0.0
25024003-f37,application,2019-02-26,Fall 2019,,
25024003-f37,acceptance,2019-05-26,Fall 2019,,
25024003-f37,enrollment,2019-08-23,Fall 2019,full-time,1.0
fc7c555a-a01,application,2018-12-01,Fall 2019,,
