student_id,term,term_code,term_gpa,cumulative_gpa,credits_attempted,credits_earned,course_count,major,major_changed_flag,academic_standing,campus
5d683ee4-a41,Spring 2021,202100,3.26,3.3,15,15,3,Economics,True,good,Downtown Center
b02d46f8-c52,Spring 2021,202100,3.25,3.25,11,11,5,Psychology,False,good,Online
b02d46f8-c52,Fall 2021,202110,2.66,2.96,18,17,4,Psychology,False,good,Online
b02d46f8-c52,Spring 2022,202200,2.56,2.83,19,17,7,Psychology,False,good,Online
bff9618f-2a0,Fall 2019,201900,3.21,3.21,15,14,3,Education,False,good,Main Campus
bff9618f-2a0,Spring 2020,202000,2.52,2.86,9,8,3,Education,False,good,Main Campus
bff9618f-2a0,Fall 2020,202010,3.22,2.98,14,10,3,Education,False,good,Main Campus
bff9618f-2a0,Spring 2021,202100,3.21,3.04,20,20,4,Education,False,good,Main Campus
4e40fbb5-5e7,Spring 2020,202000,3.08,3.08,20,18,4,Communications,False,good,Satellite North
4e40fbb5-5e7,Fall 2020,202010,2.56,2.82,8,8,7,Sociology,True,good,Satellite North
94119169-b48,Spring 2020,202000,3.03,3.03,18,17,3,Computer Science,False,good,Main Campus
94119169-b48,Fall 2020,202010,3.02,3.02,14,13,2,Computer Science,False,good,Main Campus
94119169-b48,Spring 2021,202100,3.19,3.08,14,14,4,Computer Science,False,good,Main Campus
94119169-b48,Fall 2021,202110,3.63,3.22,16,14,6,Computer Science,False,good,Main Campus
2bd9c6d2-ff6,Fall 2019,201900,3.19,3.19,19,19,6,Engineering,False,good,Satellite South
2bd9c6d2-ff6,Spring 2020,202000,2.83,3.01,16,14,4,Psychology,True,good,Satellite South
3835641b-9f3,Spring 2021,202100,2.67,2.67,20,20,5,Chemistry,False,good,Satellite North
3835641b-9f3,Fall 2021,202110,2.8,2.74,21,19,4,Chemistry,False,good,Satellite North
3835641b-9f3,Spring 2022,202200,3.72,3.07,20,19,2,Chemistry,False,good,Satellite North
038970a5-49c,Fall 2019,201900,2.93,2.93,14,14,7,Art,False,good,Online
038970a5-49c,Spring 2020,202000,3.32,3.12,12,10,3,Art,False,good,Online
038970a5-49c,Fall 2020,202010,2.62,2.95,15,15,6,English,True,good,Online
038970a5-49c,Spring 2021,202100,3.63,3.12,13,13,5,English,False,good,Online
e514346a-0cd,Fall 2019,201900,3.03,3.03,18,18,6,Business Administration,False,good,Downtown Center
e514346a-0cd,Spring 2020,202000,2.69,2.86,14,12,4,Business Administration,False,good,Downtown Center
01452be0-9eb,Spring 2020,202000,2.6,2.6,17,17,3,Biology,False,good,Main Campus
01452be0-9eb,Fall 2020,202010,2.67,2.64,12,11,6,Biology,False,good,Main Campus
01452be0-9eb,Spring 2021,202100,2.63,2.64,15,15,6,Biology,False,good,Main Campus
2e14ac67-b53,Spring 2021,202100,3.24,3.24,13,12,6,Political Science,False,good,Downtown Center
2e14ac67-b53,Fall 2021,202110,2.63,2.94,21,21,5,Business Administration,True,good,Downtown Center
2e14ac67-b53,Spring 2022,202200,2.65,2.84,13,13,5,Business Administration,False,good,Downtown Center
a088d8d6-b41,Fall 2019,201900,2.02,2.02,13,9,5,Communications,False,good,Main Campus
a088d8d6-b41,Spring 2020,202000,2.23,2.12,11,10,6,Communications,False,good,Main Campus
2754e8c9-477,Fall 2019,201900,3.41,3.41,18,18,5,Political Science,False,good,Satellite North
2754e8c9-477,Spring 2020,202000,3.22,3.32,15,15,5,Political Science,False,good,Satellite North
2754e8c9-477,Fall 2020,202010,2.76,3.13,13,13,4,Political Science,False,good,Satellite North
c8789548-ddc,Spring 2020,202000,3.25,3.25,13,12,4,Communications,False,good,Downtown Center
c8789548-ddc,Fall 2020,202010,3.02,3.14,19,17,7,Computer Science,True,good,Downtown Center
c8789548-ddc,Spring 2021,202100,3.19,3.16,15,14,6,Computer Science,False,good,Downtown Center
f9298a42-a7c,Fall 2019,201900,2.2,2.2,9,7,5,Economics,False,good,Main Campus
f9298a42-a7c,Spring 2020,202000,2.03,2.12,13,12,3,Economics,False,good,Main Campus
c3c5990f-ef0,Spring 2020,202000,3.34,3.34,12,12,4,Economics,False,good,Satellite South
c3c5990f-ef0,Fall 2020,202010,3.08,3.21,9,8,5,Economics,False,good,Satellite South
c3c5990f-ef0,Spring 2021,202100,3.41,3.28,13,12,5,Economics,False,good,Satellite South
c3c5990f-ef0,Fall 2021,202110,2.28,3.03,14,12,4,Economics,False,good,Satellite South
ecc597a7-0d4,Spring 2021,202100,2.36,2.36,15,14,4,Biology,False,good,Main Campus
ecc597a7-0d4,Fall 2021,202110,2.36,2.36,12,12,3,Biology,False,good,Main Campus
40554a5d-2b3,Spring 2020,202000,2.63,2.63,17,16,6,Computer Science,False,good,Main Campus
40554a5d-2b3,Fall 2020,202010,3.49,3.06,12,11,6,Computer Science,False,good,Main Campus
40554a5d-2b3,Spring 2021,202100,3.46,3.19,15,14,5,Computer Science,False,good,Main Campus
33ca05f4-c07,Spring 2021,202100,2.96,2.96,16,16,6,History,False,good,Online
33ca05f4-c07,Fall 2021,202110,2.15,2.55,9,9,5,History,False,good,Online
33ca05f4-c07,Spring 2022,202200,3.12,2.74,16,15,4,History,False,good,Online
c8de4717-5c9,Spring 2020,202000,2.91,2.91,10,7,5,Sociology,False,good,Main Campus
c8de4717-5c9,Fall 2020,202010,2.28,2.6,14,13,5,Sociology,False,good,Main Campus
5e8b8a61-d33,Spring 2021,202100,2.46,2.46,13,13,5,Computer Science,False,good,Online
5e8b8a61-d33,Fall 2021,202110,1.31,1.88,15,11,7,Computer Science,False,probation,Online
e0f54864-2f0,Spring 2020,202000,2.77,2.77,13,13,2,Biology,False,good,Downtown Center
e0f54864-2f0,Fall 2020,202010,2.08,2.42,15,14,4,Biology,False,good,Downtown Center
ba57c3e4-c28,Spring 2021,202100,1.77,1.77,9,9,5,Chemistry,False,probation,Online
ba57c3e4-c28,Fall 2021,202110,2.68,2.22,14,13,5,Chemistry,False,good,Online
fe58d212-7d0,Fall 2019,201900,4.0,4.0,15,15,4,Communications,False,good,Main Campus
fe58d212-7d0,Spring 2020,202000,3.57,3.78,16,12,4,Communications,False,good,Main Campus
fe58d212-7d0,Fall 2020,202010,3.32,3.63,17,16,3,Communications,False,good,Main Campus
fe58d212-7d0,Spring 2021,202100,3.58,3.62,11,9,8,Philosophy,True,good,Main Campus
77aabbfd-192,Fall 2019,201900,2.9,2.9,19,17,4,Art,False,good,Main Campus
77aabbfd-192,Spring 2020,202000,3.24,3.07,14,13,4,Art,False,good,Main Campus
da69bd78-ea3,Fall 2019,201900,3.14,3.14,13,11,5,Communications,False,good,Downtown Center
da69bd78-ea3,Spring 2020,202000,3.24,3.19,11,10,5,Communications,False,good,Downtown Center
da69bd78-ea3,Fall 2020,202010,3.13,3.17,13,11,4,Communications,False,good,Downtown Center
2662b831-159,Spring 2021,202100,2.43,2.43,14,13,3,History,False,good,Main Campus
2662b831-159,Fall 2021,202110,1.89,2.16,19,18,5,History,False,good,Main Campus
82d81394-440,Spring 2020,202000,3.09,3.09,17,17,3,English,False,good,Main Campus
82d81394-440,Fall 2020,202010,3.07,3.08,18,16,3,English,False,good,Main Campus
82d81394-440,Spring 2021,202100,2.96,3.04,17,17,4,English,False,good,Main Campus
a6c9ab7d-b5e,Fall 2019,201900,2.09,2.09,12,11,5,Communications,False,good,Online
a6c9ab7d-b5e,Spring 2020,202000,2.67,2.38,19,19,5,Communications,False,good,Online
0fc83dd3-d13,Fall 2019,201900,2.29,2.29,13,12,3,History,False,good,Online
0fc83dd3-d13,Spring 2020,202000,2.17,2.23,17,17,5,Psychology,True,good,Online
17485767-718,Spring 2020,202000,3.1,3.1,11,8,4,Nursing,False,good,Main Campus
17485767-718,Fall 2020,202010,2.49,2.8,21,20,5,Nursing,False,good,Main Campus
66b17106-790,Fall 2019,201900,2.64,2.64,13,9,4,Education,False,good,Satellite South
66b17106-790,Spring 2020,202000,2.84,2.74,16,13,4,Education,False,good,Satellite South
7c35bb0e-595,Spring 2021,202100,2.12,2.12,11,9,5,English,False,good,Main Campus
7c35bb0e-595,Fall 2021,202110,1.78,1.95,12,10,5,English,False,probation,Main Campus
5b751079-572,Spring 2020,202000,2.19,2.19,13,13,5,Undeclared,False,good,Main Campus
5b751079-572,Fall 2020,202010,2.69,2.44,13,13,4,Undeclared,False,good,Main Campus
5b751079-572,Spring 2021,202100,2.7,2.53,15,15,3,Undeclared,False,good,Main Campus
4379a912-22f,Fall 2019,201900,2.63,2.63,10,9,6,Philosophy,False,good,Online
4379a912-22f,Spring 2020,202000,3.81,3.22,16,14,5,Philosophy,False,good,Online
4379a912-22f,Fall 2020,202010,2.78,3.07,18,18,5,Philosophy,False,good,Online
ac0fbf01-4b4,Fall 2019,201900,3.79,3.79,10,9,6,Computer Science,False,good,Satellite North
ac0fbf01-4b4,Spring 2020,202000,3.5,3.64,17,16,3,Computer Science,False,good,Satellite North
ac0fbf01-4b4,Fall 2020,202010,3.94,3.74,12,12,5,Computer Science,False,good,Satellite North
ac0fbf01-4b4,Spring 2021,202100,3.56,3.7,17,15,6,Computer Science,False,good,Satellite North
0462730f-f77,Fall 2019,201900,2.51,2.51,14,12,5,Undeclared,False,good,Online
0462730f-f77,Spring 2020,202000,2.95,2.73,15,14,6,Undeclared,False,good,Online
0462730f-f77,Fall 2020,202010,3.28,2.91,15,12,4,Undeclared,False,good,Online
0462730f-f77,Spring 2021,202100,3.3,3.01,19,19,5,Undeclared,False,good,Online
9e2d65fd-bfa,Spring 2020,202000,3.34,3.34,13,13,5,Communications,False,good,Main Campus
9e2d65fd-bfa,Fall 2020,202010,3.42,3.38,17,16,3,Communications,False,good,Main Campus
9e2d65fd-bfa,Spring 2021,202100,3.15,3.3,20,19,3,Communications,False,good,Main Campus
730e683b-940,Spring 2021,202100,2.89,2.89,18,17,4,Music,False,good,Main Campus
730e683b-940,Fall 2021,202110,3.04,2.96,18,15,6,Sociology,True,good,Main Campus
730e683b-940,Spring 2022,202200,2.95,2.96,17,17,4,Sociology,False,good,Main Campus
31c58e01-6f9,Spring 2020,202000,2.99,2.99,15,15,2,Computer Science,False,good,Satellite North
31c58e01-6f9,Fall 2020,202010,2.25,2.62,11,11,4,Computer Science,False,good,Satellite North
a4efa503-07e,Fall 2019,201900,2.06,2.06,16,15,6,Computer Science,False,good,Online
a4efa503-07e,Spring 2020,202000,2.31,2.18,19,17,6,Biology,True,good,Online
ec72024b-e5d,Spring 2021,202100,3.71,3.71,18,18,3,Music,False,good,Main Campus
ec72024b-e5d,Fall 2021,202110,2.29,3.0,14,12,4,Music,False,good,Main Campus
ec72024b-e5d,Spring 2022,202200,2.84,2.95,16,14,5,Music,False,good,Main Campus
6198f06a-b50,Fall 2019,201900,3.16,3.16,13,13,5,Psychology,False,good,Main Campus
6198f06a-b50,Spring 2020,202000,3.76,3.46,15,14,4,Psychology,False,good,Main Campus
6198f06a-b50,Fall 2020,202010,2.98,3.3,14,13,4,Psychology,False,good,Main Campus
4aba9504-68e,Fall 2019,201900,3.26,3.26,14,14,5,Undeclared,False,good,Main Campus
4aba9504-68e,Spring 2020,202000,2.92,3.09,13,10,4,Chemistry,True,good,Main Campus
4aba9504-68e,Fall 2020,202010,2.66,2.95,18,17,3,Chemistry,False,good,Main Campus
ea3156de-64d,Fall 2019,201900,2.37,2.37,17,17,5,Mathematics,False,good,Main Campus
ea3156de-64d,Spring 2020,202000,2.8,2.58,12,11,5,Mathematics,False,good,Main Campus
ea3156de-64d,Fall 2020,202010,2.86,2.67,12,12,6,Mathematics,False,good,Main Campus
32099661-563,Fall 2019,201900,3.31,3.31,12,11,5,Art,False,good,Main Campus
32099661-563,Spring 2020,202000,2.77,3.04,12,12,5,English,True,good,Main Campus
32099661-563,Fall 2020,202010,3.1,3.06,19,19,3,English,False,good,Main Campus
32099661-563,Spring 2021,202100,2.89,3.02,14,10,4,Chemistry,True,good,Main Campus
5b34f6f4-a7e,Spring 2020,202000,2.71,2.71,15,15,7,Mathematics,False,good,Downtown Center
5b34f6f4-a7e,Fall 2020,202010,2.43,2.57,18,17,4,Mathematics,False,good,Downtown Center
145aa81d-111,Spring 2020,202000,3.06,3.06,16,16,3,Communications,False,good,Online
145aa81d-111,Fall 2020,202010,3.41,3.24,13,13,4,Communications,False,good,Online
99424642-847,Fall 2019,201900,2.45,2.45,13,13,4,Engineering,False,good,Satellite South
99424642-847,Spring 2020,202000,3.13,2.79,13,11,4,Undeclared,True,good,Satellite South
99424642-847,Fall 2020,202010,3.04,2.87,16,14,4,Undeclared,False,good,Satellite South
f10c8aeb-6a1,Spring 2020,202000,2.81,2.81,16,16,4,Nursing,False,good,Satellite North
f10c8aeb-6a1,Fall 2020,202010,3.13,2.97,18,18,3,Nursing,False,good,Satellite North
f10c8aeb-6a1,Spring 2021,202100,3.98,3.31,20,18,3,Nursing,False,good,Satellite North
f10c8aeb-6a1,Fall 2021,202110,3.05,3.24,11,11,5,Nursing,False,good,Satellite North
881a5d2c-cae,Spring 2020,202000,3.15,3.15,18,17,6,Undeclared,False,good,Downtown Center
881a5d2c-cae,Fall 2020,202010,3.31,3.23,17,16,7,Undeclared,False,good,Downtown Center
17778b68-9c1,Fall 2019,201900,2.44,2.44,13,13,4,Nursing,False,good,Downtown Center
17778b68-9c1,Spring 2020,202000,2.33,2.38,13,10,3,Nursing,False,good,Downtown Center
17778b68-9c1,Fall 2020,202010,2.9,2.55,13,13,5,Nursing,False,good,Downtown Center
253d6710-f14,Spring 2020,202000,2.98,2.98,14,11,5,Political Science,False,good,Online
253d6710-f14,Fall 2020,202010,2.52,2.75,20,20,3,Political Science,False,good,Online
253d6710-f14,Spring 2021,202100,3.91,3.14,15,14,3,Political Science,False,good,Online
e4e9fa65-3cd,Fall 2019,201900,2.53,2.53,11,10,7,Art,False,good,Online
e4e9fa65-3cd,Spring 2020,202000,2.28,2.4,12,10,4,Art,False,good,Online
7a1bf2d3-7b0,Spring 2021,202100,3.06,3.06,15,14,5,Music,False,good,Downtown Center
7a1bf2d3-7b0,Fall 2021,202110,3.39,3.22,19,18,5,Music,False,good,Downtown Center
7a1bf2d3-7b0,Spring 2022,202200,3.26,3.23,13,13,4,Music,False,good,Downtown Center
98b540a7-15d,Spring 2020,202000,2.84,2.84,12,10,5,Mathematics,False,good,Downtown Center
98b540a7-15d,Fall 2020,202010,2.31,2.58,14,12,6,Mathematics,False,good,Downtown Center
6cc7cf4c-2e7,Spring 2020,202000,2.23,2.23,14,14,5,Sociology,False,good,Downtown Center
6cc7cf4c-2e7,Fall 2020,202010,1.46,1.84,13,13,6,Sociology,False,probation,Downtown Center
d1a44e13-dcf,Spring 2020,202000,2.36,2.36,13,11,4,Mathematics,False,good,Satellite North
d1a44e13-dcf,Fall 2020,202010,2.4,2.38,11,11,4,Mathematics,False,good,Satellite North
a7c5e920-946,Spring 2021,202100,3.69,3.69,13,11,4,Political Science,False,good,Online
a7c5e920-946,Fall 2021,202110,3.43,3.56,15,14,6,Political Science,False,good,Online
a7c5e920-946,Spring 2022,202200,2.62,3.25,18,18,4,Political Science,False,good,Online
6795a909-6d3,Fall 2019,201900,2.93,2.93,18,18,5,Philosophy,False,good,Main Campus
6795a909-6d3,Spring 2020,202000,3.16,3.04,13,13,4,Philosophy,False,good,Main Campus
6795a909-6d3,Fall 2020,202010,2.99,3.02,16,16,6,Philosophy,False,good,Main Campus
7ad0505a-11e,Spring 2020,202000,3.07,3.07,19,18,4,Communications,False,good,Main Campus
7ad0505a-11e,Fall 2020,202010,2.82,2.94,20,19,3,Communications,False,good,Main Campus
7ad0505a-11e,Spring 2021,202100,2.85,2.91,10,10,3,Communications,False,good,Main Campus
d28a5b74-1bf,Spring 2020,202000,2.38,2.38,17,17,5,Philosophy,False,good,Main Campus
d28a5b74-1bf,Fall 2020,202010,2.75,2.56,15,13,4,Philosophy,False,good,Main Campus
c771287c-f4f,Fall 2019,201900,2.84,2.84,18,18,5,Psychology,False,good,Main Campus
c771287c-f4f,Spring 2020,202000,2.69,2.76,14,14,6,Psychology,False,good,Main Campus
c771287c-f4f,Fall 2020,202010,2.53,2.68,19,19,5,Psychology,False,good,Main Campus
00a7bd3e-e7e,Fall 2019,201900,2.8,2.8,19,18,5,Mathematics,False,good,Satellite North
00a7bd3e-e7e,Spring 2020,202000,2.07,2.43,12,12,3,Mathematics,False,good,Satellite North
87dce58f-716,Spring 2021,202100,2.22,2.22,10,9,5,Music,False,good,Satellite North
87dce58f-716,Fall 2021,202110,2.27,2.24,14,12,3,Music,False,good,Satellite North
63cc1573-262,Spring 2020,202000,3.1,3.1,14,13,6,Mathematics,False,good,Main Campus
63cc1573-262,Fall 2020,202010,2.81,2.96,17,16,6,Undeclared,True,good,Main Campus
63cc1573-262,Spring 2021,202100,2.83,2.92,17,16,5,Undeclared,False,good,Main Campus
63cc1573-262,Fall 2021,202110,3.04,2.95,15,14,4,Undeclared,False,good,Main Campus
26e7fd90-e39,Fall 2019,201900,2.72,2.72,17,14,4,Chemistry,False,good,Main Campus
26e7fd90-e39,Spring 2020,202000,4.0,3.36,12,10,6,Chemistry,False,good,Main Campus
26e7fd90-e39,Fall 2020,202010,2.7,3.14,13,12,5,Chemistry,False,good,Main Campus
7bcf3ad2-091,Spring 2020,202000,2.73,2.73,16,16,6,History,False,good,Main Campus
7bcf3ad2-091,Fall 2020,202010,3.71,3.22,14,13,5,History,False,good,Main Campus
61a9e995-84c,Spring 2021,202100,2.98,2.98,14,13,4,Biology,False,good,Main Campus
61a9e995-84c,Fall 2021,202110,3.0,2.99,18,18,6,Biology,False,good,Main Campus
61a9e995-84c,Spring 2022,202200,3.21,3.06,17,15,3,Biology,False,good,Main Campus
db936332-042,Fall 2019,201900,3.11,3.11,18,18,3,Political Science,False,good,Main Campus
db936332-042,Spring 2020,202000,2.24,2.68,18,18,5,Music,True,good,Main Campus
db936332-042,Fall 2020,202010,3.44,2.93,13,13,4,Music,False,good,Main Campus
db936332-042,Spring 2021,202100,3.64,3.11,13,12,4,Communications,True,good,Main Campus
35667c7b-133,Spring 2020,202000,3.3,3.3,17,16,4,Art,False,good,Main Campus
35667c7b-133,Fall 2020,202010,2.91,3.1,17,15,5,Art,False,good,Main Campus
35667c7b-133,Spring 2021,202100,2.16,2.79,17,17,5,Art,False,good,Main Campus
8600f337-59f,Spring 2020,202000,2.76,2.76,15,13,5,Psychology,False,good,Downtown Center
8600f337-59f,Fall 2020,202010,2.99,2.88,9,8,5,Psychology,False,good,Downtown Center
d74c7ce1-c08,Fall 2019,201900,2.52,2.52,13,11,6,Biology,False,good,Online
d74c7ce1-c08,Spring 2020,202000,2.0,2.26,15,14,4,Art,True,good,Online
f2640266-f70,Fall 2019,201900,4.0,4.0,14,13,5,Undeclared,False,good,Main Campus
f2640266-f70,Spring 2020,202000,3.33,3.66,18,18,5,Undeclared,False,good,Main Campus
f2640266-f70,Fall 2020,202010,3.91,3.74,16,15,6,Undeclared,False,good,Main Campus
f2640266-f70,Spring 2021,202100,3.25,3.62,17,17,5,Undeclared,False,good,Main Campus
f2640266-f70,Fall 2021,202110,2.58,3.41,11,8,5,Undeclared,False,good,Main Campus
eddec152-69f,Fall 2019,201900,3.2,3.2,18,17,3,Biology,False,good,Main Campus
eddec152-69f,Spring 2020,202000,3.3,3.25,19,18,3,Biology,False,good,Main Campus
eddec152-69f,Fall 2020,202010,2.5,3.0,15,14,6,Biology,False,good,Main Campus
f262274c-5b5,Spring 2021,202100,2.81,2.81,16,14,4,Undeclared,False,good,Online
f262274c-5b5,Fall 2021,202110,2.97,2.89,17,16,4,Undeclared,False,good,Online
6395d4d6-eb8,Fall 2019,201900,2.64,2.64,9,8,4,Chemistry,False,good,Downtown Center
6395d4d6-eb8,Spring 2020,202000,2.54,2.59,12,12,4,Chemistry,False,good,Downtown Center
605c45e6-6cd,Fall 2019,201900,3.7,3.7,16,15,4,Undeclared,False,good,Main Campus
605c45e6-6cd,Spring 2020,202000,2.76,3.23,12,10,5,Undeclared,False,good,Main Campus
605c45e6-6cd,Fall 2020,202010,2.55,3.0,13,12,3,Undeclared,False,good,Main Campus
605c45e6-6cd,Spring 2021,202100,3.78,3.2,16,15,4,Undeclared,False,good,Main Campus
928a115c-421,Spring 2020,202000,2.55,2.55,12,10,6,English,False,good,Downtown Center
928a115c-421,Fall 2020,202010,2.47,2.51,17,17,3,Art,True,good,Downtown Center
3239afb1-c4a,Fall 2019,201900,2.74,2.74,14,14,4,Business Administration,False,good,Main Campus
3239afb1-c4a,Spring 2020,202000,3.63,3.18,11,7,5,Nursing,True,good,Main Campus
3239afb1-c4a,Fall 2020,202010,2.97,3.11,14,13,5,Nursing,False,good,Main Campus
3239afb1-c4a,Spring 2021,202100,4.0,3.33,13,11,6,Nursing,False,good,Main Campus
0a100a25-c7a,Spring 2020,202000,2.23,2.23,16,16,4,Education,False,good,Main Campus
0a100a25-c7a,Fall 2020,202010,2.55,2.39,13,13,3,Education,False,good,Main Campus
bb2b1302-dde,Spring 2020,202000,3.4,3.4,19,19,3,Political Science,False,good,Satellite South
bb2b1302-dde,Fall 2020,202010,3.49,3.44,15,15,5,Political Science,False,good,Satellite South
bb2b1302-dde,Spring 2021,202100,3.53,3.47,15,14,4,Political Science,False,good,Satellite South
a04c4c6d-026,Spring 2021,202100,2.82,2.82,14,12,5,History,False,good,Online
a04c4c6d-026,Fall 2021,202110,3.15,2.98,19,19,6,History,False,good,Online
a04c4c6d-026,Spring 2022,202200,3.42,3.13,17,17,4,History,False,good,Online
15db227e-b50,Spring 2021,202100,2.61,2.61,11,11,3,English,False,good,Main Campus
15db227e-b50,Fall 2021,202110,2.85,2.73,14,13,5,English,False,good,Main Campus
15db227e-b50,Spring 2022,202200,2.53,2.66,16,14,5,English,False,good,Main Campus
2199c44c-961,Fall 2019,201900,2.36,2.36,18,17,2,Education,False,good,Main Campus
2199c44c-961,Spring 2020,202000,2.85,2.6,16,15,5,Education,False,good,Main Campus
2199c44c-961,Fall 2020,202010,2.69,2.63,13,13,4,Education,True,good,Main Campus
151a20a0-f1b,Fall 2019,201900,2.77,2.77,11,8,6,Business Administration,False,good,Satellite North
151a20a0-f1b,Spring 2020,202000,3.66,3.22,12,12,5,Business Administration,False,good,Satellite North
151a20a0-f1b,Fall 2020,202010,3.49,3.31,12,11,5,Business Administration,False,good,Satellite North
151a20a0-f1b,Spring 2021,202100,3.5,3.36,17,17,4,Business Administration,False,good,Satellite North
80cbfb14-56d,Fall 2019,201900,3.59,3.59,15,15,4,Business Administration,False,good,Satellite North
80cbfb14-56d,Spring 2020,202000,2.83,3.21,19,18,4,Business Administration,False,good,Satellite North
80cbfb14-56d,Fall 2020,202010,2.46,2.96,11,11,4,Business Administration,False,good,Satellite North
38763436-6b9,Fall 2019,201900,1.71,1.71,15,15,5,Political Science,False,probation,Main Campus
38763436-6b9,Spring 2020,202000,1.96,1.84,14,14,4,History,True,probation,Main Campus
8bfc2083-e2b,Fall 2019,201900,1.54,1.54,13,13,5,Chemistry,False,probation,Online
8bfc2083-e2b,Spring 2020,202000,2.47,2.0,14,13,3,Chemistry,False,good,Online
3d3bd29b-d8d,Fall 2019,201900,3.15,3.15,18,18,4,Art,False,good,Main Campus
3d3bd29b-d8d,Spring 2020,202000,3.04,3.1,16,15,3,Art,False,good,Main Campus
3d3bd29b-d8d,Fall 2020,202010,2.36,2.85,16,14,4,English,True,good,Main Campus
a44c2536-48c,Spring 2020,202000,3.36,3.36,18,17,6,Mathematics,False,good,Main Campus
a44c2536-48c,Fall 2020,202010,2.32,2.84,16,15,5,Mathematics,False,good,Main Campus
ad75568c-cc1,Fall 2019,201900,2.51,2.51,19,16,6,Business Administration,False,good,Main Campus
ad75568c-cc1,Spring 2020,202000,3.01,2.76,9,9,3,Music,True,good,Main Campus
4b7cf6ab-4cf,Fall 2019,201900,2.86,2.86,18,16,5,Communications,False,good,Online
4b7cf6ab-4cf,Spring 2020,202000,2.93,2.9,14,13,3,Communications,False,good,Online
b08271b5-b91,Fall 2019,201900,3.11,3.11,15,14,4,Art,False,good,Main Campus
b08271b5-b91,Spring 2020,202000,1.83,2.47,18,18,4,Art,False,good,Main Campus
78f2f622-eeb,Fall 2019,201900,2.95,2.95,18,18,3,Political Science,False,good,Online
78f2f622-eeb,Spring 2020,202000,2.7,2.82,15,15,4,Political Science,False,good,Online
3d96d7e5-f44,Spring 2020,202000,2.84,2.84,12,12,5,Music,False,good,Satellite North
3d96d7e5-f44,Fall 2020,202010,2.93,2.88,13,13,5,Music,False,good,Satellite North
3d96d7e5-f44,Spring 2021,202100,2.53,2.76,15,14,3,Music,False,good,Satellite North
c1309364-373,Fall 2019,201900,3.61,3.61,15,13,7,Philosophy,False,good,Online
c1309364-373,Spring 2020,202000,3.22,3.42,14,12,3,Philosophy,False,good,Online
c1309364-373,Fall 2020,202010,3.08,3.31,11,8,4,Philosophy,False,good,Online
c1309364-373,Spring 2021,202100,3.24,3.29,17,14,3,Philosophy,False,good,Online
1d88ff1a-ba6,Spring 2021,202100,3.07,3.07,16,15,7,Communications,False,good,Main Campus
1d88ff1a-ba6,Fall 2021,202110,3.4,3.24,17,16,4,Communications,False,good,Main Campus
1d88ff1a-ba6,Spring 2022,202200,3.23,3.24,20,20,3,Communications,False,good,Main Campus
1b38e8c0-db8,Spring 2021,202100,2.61,2.61,18,17,4,Music,False,good,Satellite North
1b38e8c0-db8,Fall 2021,202110,2.74,2.68,15,13,5,Music,False,good,Satellite North
e55b2a5f-d16,Fall 2019,201900,2.8,2.8,17,14,4,Economics,False,good,Online
e55b2a5f-d16,Spring 2020,202000,2.19,2.5,14,14,3,Economics,False,good,Online
e55b2a5f-d16,Fall 2020,202010,2.52,2.51,16,16,4,Economics,False,good,Online
e55b2a5f-d16,Spring 2021,202100,2.2,2.43,11,10,5,Economics,False,good,Online
cc39c90a-23c,Fall 2019,201900,2.59,2.59,19,18,6,Economics,False,good,Online
cc39c90a-23c,Spring 2020,202000,3.36,2.97,14,14,5,Economics,False,good,Online
6145005d-aeb,Spring 2021,202100,2.19,2.19,14,13,3,Engineering,False,good,Online
6145005d-aeb,Fall 2021,202110,2.08,2.13,12,11,3,Engineering,False,good,Online
1298a31e-426,Spring 2020,202000,2.33,2.33,15,15,4,Education,False,good,Online
1298a31e-426,Fall 2020,202010,2.56,2.45,13,13,3,Communications,True,good,Online
1298a31e-426,Spring 2021,202100,2.44,2.45,13,13,6,Communications,False,good,Online
4d736709-41a,Spring 2020,202000,3.83,3.83,12,12,5,Philosophy,False,good,Main Campus
4d736709-41a,Fall 2020,202010,3.41,3.62,11,11,5,Philosophy,False,good,Main Campus
4d736709-41a,Spring 2021,202100,3.55,3.6,6,5,4,Philosophy,False,good,Main Campus
4d736709-41a,Fall 2021,202110,4.0,3.7,14,12,5,Philosophy,False,good,Main Campus
4d736709-41a,Spring 2022,202200,2.6,3.48,16,15,4,Philosophy,False,good,Main Campus
b59b9e01-47f,Spring 2021,202100,2.93,2.93,11,10,6,Mathematics,False,good,Online
b59b9e01-47f,Fall 2021,202110,3.18,3.06,15,12,4,Mathematics,False,good,Online
b59b9e01-47f,Spring 2022,202200,2.88,3.0,20,20,4,Mathematics,False,good,Online
22077969-43a,Fall 2019,201900,2.8,2.8,18,16,5,Biology,False,good,Downtown Center
22077969-43a,Spring 2020,202000,2.28,2.54,14,14,6,Biology,False,good,Downtown Center
1c687b29-698,Fall 2019,201900,2.91,2.91,12,10,5,Art,False,good,Main Campus
1c687b29-698,Spring 2020,202000,2.54,2.72,16,16,6,Art,False,good,Main Campus
1c687b29-698,Fall 2020,202010,2.59,2.68,20,19,4,Art,False,good,Main Campus
97ba0046-e71,Spring 2021,202100,2.15,2.15,17,15,5,Communications,False,good,Main Campus
